Feature,RF_Importance,F_Score
"('chroma_cqt', 'min.11')",0.0010106351450081905,700.3605487321089
"('chroma_cens', 'median.5')",0.0010106254142893975,1456.5629848148444
"('chroma_stft', 'kurtosis.9')",0.001004592033433515,15.977497376565587
"('chroma_cqt', 'skew.7')",0.001004429844130434,863.5330634911516
"('chroma_stft', 'skew.9')",0.001004405459816945,2507.3514493892458
"('chroma_cens', 'kurtosis.8')",0.0010028369355656827,296.13855334975335
"('chroma_cqt', 'mean.8')",0.0010014939343000475,973.3064963843701
"('chroma_stft', 'min.6')",0.0010012228150099577,493.76296825024605
"('chroma_cqt', 'mean.1')",0.000997617434626721,1099.7158307132881
"('chroma_cqt', 'max.10')",0.0009973493221828269,3322.0549141411257
"('tonnetz', 'median.2')",0.000996103647244042,1071.6265760650608
"('chroma_cqt', 'kurtosis.1')",0.0009947984433150427,7.265131126027569
"('chroma_stft', 'kurtosis.2')",0.0009929597813656903,239.42447146778017
"('chroma_cqt', 'min.9')",0.0009925296082634806,660.9550682798981
"('chroma_cqt', 'median.10')",0.0009909163000313356,1176.4820232455618
"('tonnetz', 'skew.4')",0.000986204722610979,375.61566975397346
"('chroma_cqt', 'min.8')",0.000985279408556539,668.8361162227835
"('chroma_cens', 'kurtosis.2')",0.0009760049217240707,78.9828023176286
"('chroma_stft', 'min.4')",0.000972859920559677,575.725420558064
"('chroma_cens', 'kurtosis.7')",0.0009722455826111316,301.7532687751997
"('chroma_cens', 'skew.9')",0.0009722050178108742,404.21350731619117
"('chroma_cqt', 'min.6')",0.000964967180330017,765.6428319551918
"('chroma_cens', 'skew.1')",0.0009647931317466503,367.91207161297086
"('chroma_cqt', 'min.4')",0.0009617083946468258,758.7851042081528
"('chroma_cens', 'median.7')",0.0009599150890604347,1016.4729952372726
"('chroma_cens', 'skew.10')",0.0009586039121966986,310.2974045367396
"('chroma_stft', 'min.10')",0.0009580236855012816,374.6535111122503
"('chroma_cqt', 'skew.6')",0.000956577574757677,1161.3094751460635
"('chroma_cqt', 'mean.10')",0.0009543037875343803,1187.959517063578
"('chroma_cqt', 'max.3')",0.0009526512330860681,3105.5866021638203
"('chroma_cqt', 'min.1')",0.0009516151733761353,800.5985567547928
"('chroma_cens', 'mean.3')",0.0009487223476397724,520.2795720658142
"('chroma_cens', 'median.3')",0.0009462023738937728,585.9842546424649
"('chroma_cqt', 'skew.2')",0.0009460179494869217,714.6403057050762
"('chroma_cens', 'median.8')",0.0009421562213784811,309.08866573473586
"('chroma_cens', 'kurtosis.4')",0.0009416646868033351,279.46791519310045
"('tonnetz', 'skew.2')",0.0009409693538929099,126.81936248765088
"('chroma_cens', 'skew.2')",0.0009391841796053993,417.4401355783581
"('chroma_cens', 'mean.10')",0.0009312616442879724,534.3738061458191
"('chroma_cqt', 'median.3')",0.0009283623265753369,1277.8959805877118
"('chroma_cqt', 'skew.3')",0.0009283339313881921,712.4045807616341
"('chroma_cens', 'skew.4')",0.0009268160491301286,323.1665287603426
"('chroma_stft', 'mean.9')",0.0009253989883323594,3040.1903325248127
"('chroma_cens', 'mean.8')",0.0009247167891043871,332.6616591234404
"('chroma_cqt', 'median.4')",0.0009242247461387067,1170.4877915348604
"('chroma_cqt', 'skew.10')",0.0009232267304783765,504.04274936711346
"('chroma_cqt', 'median.2')",0.000922757351178426,1073.1846088601837
"('chroma_cens', 'median.4')",0.0009207835465112043,566.7671673895163
"('chroma_cqt', 'min')",0.0009194635463641194,846.2475592869124
"('tonnetz', 'mean.3')",0.0009147717508203641,1293.3158847002508
"('chroma_cqt', 'median.11')",0.0009142761180268246,1000.4112600712699
"('chroma_cqt', 'skew.11')",0.0009141733320828814,489.91751087948234
"('chroma_cqt', 'median.6')",0.0009110336188143918,2000.3974125893133
"('chroma_cqt', 'skew.1')",0.00091102462343254,802.7837826640329
"('chroma_cqt', 'mean.11')",0.0009101008223921351,1147.9766362210048
"('chroma_cqt', 'mean.4')",0.0009066626989301479,1269.3568117893608
"('chroma_stft', 'max.10')",0.0008924118067612933,4114.655771466915
"('chroma_cqt', 'median.1')",0.0008905956754152275,1018.9321569921071
"('chroma_cqt', 'skew.9')",0.0008875752095309275,496.78806917799733
"('chroma_cens', 'median')",0.0008857777131311298,749.6550400207236
"('chroma_cqt', 'min.2')",0.0008823434369252736,761.3522255812194
"('chroma_cens', 'median.11')",0.0008815706223640758,439.99802078774127
"('chroma_cens', 'median.9')",0.0008815699760910761,481.29713508394514
"('chroma_cqt', 'median')",0.0008784992358872534,1236.1679303714764
"('chroma_cqt', 'skew.5')",0.0008784040074272359,899.697567432409
"('chroma_cqt', 'mean.3')",0.000877700810139356,1499.6458944233382
"('tonnetz', 'skew.3')",0.0008720200119110695,263.62991283716855
"('chroma_cens', 'mean.4')",0.0008701822179019839,568.0326136955691
"('chroma_cqt', 'min.3')",0.0008643305561713093,742.8691702069225
"('chroma_cqt', 'mean.7')",0.0008643240493529946,1847.372083581145
"('chroma_cens', 'skew.11')",0.0008584863675438347,507.38545149222665
"('chroma_cens', 'mean.5')",0.0008584140912799289,1417.4006945776864
"('tonnetz', 'mean.2')",0.0008543307308337232,940.3356616577587
"('chroma_cqt', 'median.8')",0.0008520006964375163,889.8758973678015
"('chroma_cqt', 'mean.5')",0.0008503291846249381,2074.5950800749656
"('chroma_cens', 'mean')",0.0008503073222746836,635.296195569688
"('chroma_cqt', 'skew.4')",0.0008499303386803525,830.5636501486564
"('chroma_cqt', 'skew.8')",0.0008466308512963478,697.7808505974292
"('chroma_cens', 'skew')",0.0008370094808763587,375.54278509973176
"('chroma_cens', 'mean.11')",0.0008367337813391285,556.4260328477304
"('chroma_cqt', 'median.5')",0.000835631841372452,1629.4817602898063
"('chroma_cens', 'mean.7')",0.0008223010451309742,1030.4275030024662
"('chroma_cens', 'mean.1')",0.0008148845130377413,517.0385898948111
"('chroma_cqt', 'mean.9')",0.0008124348840481137,617.7448324935498
"('chroma_cens', 'median.1')",0.0008086432209885995,382.68731606505946
"('chroma_cqt', 'median.9')",0.0007997423531069241,615.6514331597976
"('chroma_cens', 'mean.9')",0.0007918325313069288,453.91908529067285
"('chroma_cens', 'min.6')",0.0006819451433437939,446.06617211305235
"('chroma_stft', 'max.5')",0.0006789210489414704,2985.753886360829
"('chroma_cens', 'min.10')",0.0006321253203612137,1465.578218914326
"('chroma_cens', 'min.7')",0.0006194455934916847,464.30235311222054
"('chroma_cens', 'min.8')",0.0006128719504311465,448.95642947228106
"('chroma_cens', 'min.11')",0.0005970681886990684,331.5041270729956
"('chroma_cens', 'min.2')",0.0005872022661850483,432.33634323014815
"('chroma_cens', 'min.1')",0.0005420325321615755,457.7118046471176
"('chroma_cqt', 'max.8')",0.0004935084454068825,2194.730192790429
"('chroma_cens', 'min.5')",0.00043050465512302154,466.94935883041023
"('chroma_cens', 'min')",0.00041706500752850326,528.8652478400045
"('chroma_cens', 'min.9')",0.0004049713812086946,342.7880924685841
"('chroma_cens', 'min.3')",0.00038978941369807924,493.6333419817335
"('chroma_cens', 'min.4')",0.0003787163331450727,410.6029872108537
"('chroma_cqt', 'max.4')",0.00031688271619162786,1584.441760423358
"('chroma_stft', 'max.7')",0.00022572784756559903,5139.744267134419
"('chroma_cqt', 'max.9')",4.895516693993675e-05,94.58980377125431
"('chroma_cqt', 'max.1')",3.890078387832993e-05,-21.16450511144846
"('chroma_stft', 'max.1')",1.1517196860172749e-05,122.10958753659222
"('chroma_stft', 'max.8')",1.0721150680997196e-05,85.6523425786768
"('chroma_stft', 'max.3')",6.430674850547301e-06,0.6885829230108464
"('chroma_stft', 'max.4')",4.016967162788493e-06,-47.19397477305155
"('chroma_stft', 'max.11')",3.410265975927883e-06,142.38814914121411
"('chroma_stft', 'max.9')",1.7952825802806545e-06,19.61662299550518
